Ax,Ay,Az
-0.0059454,-0.27644,-0.028363
-0.038453,-0.16203,-0.014666
-0.063815,0.058283,0.013123
-0.057729,0.15308,0.065238
-0.032686,0.097882,0.052214
-0.030349,0.023613,-0.0051444
-0.042545,-0.043898,-0.019549
-0.02507,-0.06708,0.010299
0.012522,-0.013322,0.053201
0.018876,-0.0052133,0.085231
0.0002737,-0.092844,0.070921
0.010358,-0.13026,0.0038579
0.030025,-0.055397,-0.066661
0.0019139,0.018193,-0.077277
-0.040064,0.015289,-0.02636
-0.042637,-0.016233,0.029191
-0.054943,0.0812,0.036595
-0.15952,0.7715,-0.053044
-0.27839,2.4328,-0.17791
-0.0372,3.4476,-0.058876
0.74487,0.64596,0.25715
1.2649,-4.3082,-0.008236
0.57468,-4.3268,-0.95986
-0.50679,0.68998,-1.0028
-0.41387,2.2256,0.50738
0.38686,-0.46747,1.4692
0.39222,-0.91864,0.50956
-0.17476,0.065815,-0.75398
-0.24568,-0.3253,-0.64634
0.068352,0.02179,0.29062
0.1141,0.7008,0.55356
-0.092063,0.027788,-0.12751
-0.17815,-0.39959,-0.62095
-0.084226,-0.044628,-0.41036
0.031217,0.23325,-0.039307
0.063616,0.40408,0.11236
-0.017584,0.25263,-0.02287
-0.10085,-0.11783,-0.20223
-0.068702,-0.15599,-0.051573
-0.014035,0.052144,0.19873
-0.036209,0.13086,0.13883
-0.083275,0.043651,-0.11599
-0.082362,0.025641,-0.25867
-0.032033,0.11432,-0.18952
-0.020825,0.12719,-0.027832
-0.11952,0.073296,0.051569
-0.23564,0.044939,0.019224
-0.20716,0.043562,-0.024716
-0.037613,0.059478,-0.017293
0.06891,0.056662,0.026034
-0.016936,0.0083396,0.059543
-0.1387,-0.045935,0.060677
-0.11312,-0.045706,0.073935
-0.018833,0.022575,0.10218
0.01755,0.087333,0.067978
0.019126,0.075989,-0.0097854
0.0097782,0.029771,-0.024098
-0.016242,0.038997,0.032267
-0.028898,0.10329,0.045834
-0.021364,0.13385,-0.028773
-0.0094233,0.081764,-0.060748
0.0052655,-0.0077687,0.015932
0.010184,-0.071583,0.072479
-0.0074502,-0.065089,0.068766
-0.026449,0.018629,0.074691
-0.019996,0.093453,0.034055
-0.010355,0.079196,-0.06517
-0.024109,0.028887,-0.047443
-0.023391,0.026366,0.11912
0.0041628,0.094828,0.20011
-0.0017544,0.22475,0.058007
-0.035431,0.30173,-0.13082
-0.036327,0.17472,-0.13384
-0.027284,-0.04128,0.0051633
-0.031049,-0.082991,0.086204
-0.0043612,0.01556,0.083598
0.023931,0.048663,0.072576
-0.00162,0.022862,0.037898
-0.019421,0.029208,-0.019602
0.0057317,0.0601,-0.047106
-0.0091968,0.092308,-0.041434
-0.061666,0.083337,-0.022101
-0.050918,0.0061315,-0.0045617
-0.0025075,-0.054969,-0.0016348
-0.015951,-0.037017,0.0021246
-0.063575,-0.0068642,0.010412
-0.06697,-0.022957,0.020379
-0.037776,-0.038702,0.051704
-0.025576,-0.01557,0.066512
-0.043465,-0.0098001,0.018323
-0.068432,-0.034106,-0.013977
-0.073152,-0.0079566,0.03318
-0.059645,0.048815,0.064554
-0.038847,0.036538,0.0044606
-0.0046285,-0.034605,-0.076364
0.029418,-0.12436,-0.10353
0.016392,-0.23267,-0.085224
-0.067585,-0.2669,-0.03865
-0.17018,-0.13882,0.0021717
-0.17941,0.011722,-0.031633
-0.068015,0.017059,-0.097007
0.02354,-0.045287,-0.071342
-0.0062329,-0.047125,2.05E-05
-0.046376,-0.041442,-0.011778
-0.018753,-0.11032,-0.062059
-0.015658,-0.22651,-0.049869
-0.050428,-0.26303,-0.0065283
-0.051327,-0.10801,0.0046282
-0.042403,0.089207,-0.00067439
-0.036931,0.1037,0.00043034
0.00057349,0.05013,-0.02549
0.025879,0.095901,-0.084937
0.0026506,0.1127,-0.10626
-0.020107,-0.017344,-0.039176
-0.021299,-0.20794,0.058035
-0.015867,-0.29017,0.08257
0.0028441,-0.14745,0.039335
0.027242,0.060395,0.016929
0.035937,0.04637,0.017852
0.017408,-0.11568,-0.0019283
-0.031301,-0.13077,-0.036748
-0.062376,0.010375,-0.073514
-0.024168,0.094758,-0.07762
0.045031,0.039425,-0.028885
0.090459,-0.049062,0.013982
0.10173,-0.063074,0.02625
0.074318,-0.043397,0.031049
0.029038,-0.067263,0.0086105
0.0044147,-0.094962,-0.023707
0.0070543,-0.078858,-0.016165
0.021292,-0.064165,-0.0067433
0.027131,-0.074948,-0.022004
0.011038,-0.079562,-0.0065268
-0.019053,-0.07979,0.0281
-0.03608,-0.074316,0.019754
-0.024691,-0.03449,-0.0076533
-0.016253,-0.010765,-0.0027499
-0.03638,-0.054521,0.031106
-0.052279,-0.068026,0.044679
-0.048608,0.017967,-0.019185
-0.053333,0.088389,-0.1151
-0.059399,0.043894,-0.11396
-0.033046,-0.051686,-0.0086645
0.018825,-0.083915,0.081358
0.045152,-0.031944,0.086529
0.013469,0.017093,0.016814
-0.032339,0.0069686,-0.072845
-0.029837,0.014581,-0.10459
0.0044377,0.14316,-0.055728
0.015244,0.32866,0.022081
0.00010164,0.34134,0.048826
-0.0078306,0.12579,-0.014676
-0.0018719,-0.026466,-0.07654
-0.0010117,0.059745,-0.027542
-0.012422,0.14155,0.060366
-0.030549,0.045454,0.061909
-0.053207,-0.041767,0.0049145
-0.065058,-0.0073894,-0.016658
-0.047958,0.015417,0.0066959
-0.021157,-0.014907,0.021019
-0.01716,-0.0089912,0.0094723
-0.040033,0.03465,0.0028876
-0.0688,0.051477,0.0061682
-0.080977,0.03155,0.0029131
-0.084541,0.014207,-0.0041855
-0.089862,0.0087322,-0.012266
-0.069156,-0.01343,0.00050957
-0.02525,-0.029852,0.054149
-0.010096,-0.0021579,0.077046
-0.022507,0.012429,0.019268
-0.0096401,-0.039614,-0.025739
0.032469,-0.081474,-0.026152
0.053923,-0.041807,-0.067208
0.038049,0.013041,-0.097987
0.027566,0.017018,-0.026756
0.036748,0.014699,0.02784
0.024466,0.035593,-0.030362
-0.0073161,0.040921,-0.061538
-0.011508,0.028074,0.029607
0.0079671,0.0253,0.12302
0.0083658,0.023577,0.12009
-0.019685,0.0080178,0.077673
-0.049094,-0.0098715,0.038118
-0.054888,-0.015651,-0.025938
-0.042242,0.0035182,-0.090036
-0.022769,0.05753,-0.096156
0.005534,0.10475,-0.055247
0.017707,0.076088,-0.013366
-0.011984,0.017262,-0.0058403
-0.03565,0.03768,-0.050163
-0.014806,0.08586,-0.095313
0.00086905,0.047474,-0.066231
-0.0086749,-0.019076,0.014764
-0.002138,-0.022435,0.063573
0.010944,-0.00069513,0.065069
-0.0032957,0.012757,0.069208
-0.029267,0.036569,0.082947
-0.05165,0.056166,0.075279
-0.078485,0.058994,0.064194
-0.089484,0.078072,0.074188
-0.058669,0.16248,0.065901
-0.017848,0.30354,0.0021437
-0.0077423,0.3473,-0.083814
-0.012552,0.17331,-0.12294
-0.014942,-0.033872,-0.07884
-0.030109,-0.06232,0.02765
-0.067785,0.047765,0.16403
-0.12451,0.72538,0.33272
-0.07024,2.9442,0.54386
0.38729,5.2782,0.81293
1.0698,3.04,0.99379
0.9814,-3.5162,0.47845
-0.16207,-5.4026,-0.74236
-0.86235,0.1128,-0.90636
-0.18351,3.2353,0.70785
0.52015,0.75256,1.5643
0.16748,-0.41723,0.31923
-0.35535,0.012029,-0.86462
-0.25081,-0.68844,-0.62207
0.088819,-0.22669,0.28786
0.15709,0.66215,0.78696
-0.057865,-0.23231,0.15559
-0.19388,-0.88395,-0.6875
0.00059456,-0.37276,-0.32754
0.25104,0.15796,0.56368
0.19452,0.39333,0.65596
-0.060746,0.10044,-0.045502
-0.16535,-0.39847,-0.58419
-0.052399,-0.32902,-0.26645
0.060828,0.12315,0.3298
0.056088,0.2557,0.3223
0.0023646,-0.041321,-0.11148
-0.016352,-0.22849,-0.34895
0.024683,-0.059798,-0.19198
0.082983,0.14808,0.085482
0.081171,0.16567,0.1131
0.0056729,0.054006,-0.080481
-0.061465,0.013074,-0.16586
-0.061426,0.12336,-0.033757
-0.031455,0.20345,0.11515
-0.019416,0.10107,0.12203
-0.035863,-0.073676,0.061814
-0.061658,-0.11293,0.0855
-0.050579,-0.0053458,0.20221
-0.0010461,0.077572,0.25468
0.034378,0.067276,0.13579
0.048779,0.052427,-0.03039
0.068821,0.076341,-0.053235
0.073294,0.088704,0.043892
0.036522,0.067333,0.088378
-0.0091706,0.026477,0.035084
-0.025969,-0.035054,-0.022605
-0.02117,-0.11562,-0.024495
-0.018397,-0.20807,0.0040499
-0.024581,-0.25378,0.00018527
-0.02512,-0.15486,-0.026118
-0.0039424,0.0074099,-0.0021461
0.031653,0.039503,0.032542
0.057455,-0.027891,-0.013366
0.05184,-0.052931,-0.085488
0.015292,-0.036251,-0.07643
-0.020673,0.0074799,-0.008098
-0.030438,0.069091,0.023694
-0.023504,0.061957,0.025944
-0.020398,0.0070567,0.073561
-0.023079,0.05022,0.11542
-0.015119,0.1855,0.063222
0.0039305,0.23129,-0.018739
0.010789,0.12291,-0.048477
0.0024809,0.0082391,-0.041009
0.0010818,-0.014743,-0.0071336
0.018061,-0.0094418,0.033233
0.041831,-0.010362,0.014085
0.058459,0.0082228,-0.05392
0.071551,0.022867,-0.075763
0.071947,0.012572,-0.045252
0.040467,0.014536,-0.046854
0.0024023,0.034488,-0.075824
-0.0061445,0.012706,-0.053931
0.007606,-0.050815,0.0099962
0.0168,-0.062091,0.047558
0.011035,0.0010908,0.030435
0.01546,0.05228,-0.030433
0.043946,0.063262,-0.075041
0.049369,0.064113,-0.028765
0.0053681,0.015499,0.074642
-0.034303,-0.093972,0.10828
-0.025707,-0.16054,0.038929
-0.0040178,-0.15167,-0.015184
-0.015072,-0.12165,0.015091
-0.031965,-0.044191,0.036049
-0.014802,0.047384,-0.011508
0.0063865,0.027136,-0.04607
0.0048331,-0.035832,-0.031973
0.012721,-0.018046,-0.03195
0.031946,-0.0032257,-0.054448
0.015747,-0.024274,-0.04859
-0.029739,0.011432,0.0065827
-0.049024,0.075795,0.086546
-0.041981,0.093302,0.12766
-0.047996,0.060011,0.092455
-0.054517,-0.0083814,0.023507
-0.029628,-0.055763,-0.016249
0.01184,-0.049399,0.0082323
0.039447,-0.075398,0.061012
0.033624,-0.18254,0.044828
-0.0095035,-0.22986,-0.036203
-0.050879,-0.095891,-0.082277
-0.046621,0.060217,-0.080367
-0.012408,0.040536,-0.054246
0.010215,-0.045933,0.017066
0.011028,-0.031448,0.10493
-0.00010226,0.026461,0.15997
-0.010596,0.041423,0.15501
-0.0032282,0.017637,0.049021
0.014719,-0.012177,-0.06322
0.011376,-0.0091599,-0.015877
-0.0036931,-0.011889,0.079269
0.0022831,-0.053427,0.045322
0.006554,-0.05325,0.0027055
-0.017792,-0.021291,0.047019
-0.047357,-0.05066,0.056306
-0.070184,-0.089415,0.0026891
-0.082568,-0.07419,-0.032819
-0.056846,-0.043506,-0.049627
-0.0066266,0.013589,-0.064668
0.025643,0.11253,-0.041843
0.0359,0.1702,0.030987
0.025295,0.14276,0.095258
-0.011506,0.082398,0.093331
-0.047719,0.023898,0.03943
-0.051962,-0.017581,-0.0056957
-0.030541,-0.019539,-0.0028833
-0.020314,-0.006785,0.014336
-0.043827,-0.015223,0.0038153
-0.066897,-0.028142,0.012602
-0.04389,-0.018746,0.063659
0.0043929,0.022836,0.063843
0.027721,0.068799,-0.015506
0.017568,0.015645,-0.059999
-0.012424,-0.17218,0.0023401
-0.038485,-0.2984,0.10309
-0.017055,-0.17757,0.14402
0.044363,0.038125,0.11034
0.066608,0.10015,0.043992
0.025046,0.049203,-0.02536
-0.0099158,0.028843,-0.067681
-0.0053897,0.018009,-0.050865
-0.0041162,-0.02295,0.0062418
-0.0063942,-0.06084,0.056857
0.025551,-0.067008,0.092244
0.054208,-0.017145,0.10659
0.026462,0.067673,0.064673
-0.021686,0.11733,-0.015606
-0.039241,0.11867,-0.05287
-0.026458,0.10374,-0.017002
-0.0059962,0.0764,0.035526
-0.0055861,-0.0019894,0.034303
-0.021707,-0.16296,-0.017064
-0.014638,-0.28276,-0.032711
0.021351,-0.17075,0.017442
0.049659,0.055311,0.041074
0.048918,0.11208,-0.012809
0.024992,0.068886,-0.065658
-0.012119,0.11844,-0.067114
-0.044012,0.14055,-0.06796
-0.041232,0.049475,-0.08604
-0.012379,0.0086881,-0.07921
-0.0056815,0.05758,-0.044562
-0.020692,0.069124,-0.015068
-0.0075878,0.0088888,-0.021434
0.032089,-0.047524,-0.061944
0.046964,-0.026517,-0.064985
0.02729,0.050059,0.003168
0.00075092,0.076397,0.055528
-0.027218,0.01886,0.026398
-0.045076,-0.039576,-0.051539
-0.024835,-0.047411,-0.11973
0.0085014,-0.040241,-0.13348
0.012213,-0.044811,-0.096676
0.011398,-0.03602,-0.05269
0.038307,0.018541,-0.021473
0.063308,0.080906,-0.0010579
0.056697,0.057791,0.019035
0.03982,-0.027632,0.042781
0.029924,-0.04736,0.049818
0.0037667,0.0021692,0.040338
-0.036236,0.025312,0.020184
-0.05523,0.0083718,-0.029935
-0.060914,-0.014378,-0.080416
-0.065286,-0.028371,-0.08494
-0.048309,-0.011232,-0.073707
-0.034449,0.020517,-0.07218
-0.055315,-0.0075083,-0.047246
-0.081552,-0.054284,0.0031284
-0.14679,0.15258,0.036131
-0.32418,0.69756,0.041724
-0.33721,0.6086,0.12755
0.29794,-1.3461,0.46811
1.1435,-3.6602,0.82729
0.85352,-2.8709,0.46514
-0.41918,0.28054,-0.48007
-0.7117,1.4862,-0.49998
0.14249,0.56547,0.62141
0.24231,0.025252,0.8145
-0.39184,-0.39291,-0.42821
-0.30921,-0.666,-0.84946
0.12777,0.10357,0.17092
0.070415,0.43493,0.63669
-0.10308,-0.25668,-0.066915
-0.10495,-0.32285,-0.54006
-0.028244,0.31874,-0.16973
0.12299,0.55404,0.32043
0.13163,0.20018,0.27413
-0.062948,-0.21139,-0.17285
-0.14571,-0.23931,-0.41187
-0.024711,-0.024032,-0.16817
0.081155,0.15174,0.17274
0.037048,0.16072,0.15916
-0.057006,-0.033252,-0.11167
-0.052936,-0.13139,-0.21326
0.021915,0.0099524,-0.014732
0.054277,0.11423,0.1882
0.024513,0.084862,0.13922
-0.0063556,0.039505,0.010928
0.0075979,0.017781,0.087781
0.03234,-0.041468,0.23896
0.0071993,-0.18438,0.17796
-0.046872,-0.27092,-0.010719
-0.058798,-0.1588,-0.078731
-0.012882,0.0066537,-0.010683
0.032069,0.036102,0.067468
0.012999,0.0086639,0.072632
-0.048913,0.038039,0.007352
-0.069881,0.056322,-0.036096
-0.024132,0.045827,-0.016556
0.028438,0.071456,-0.0017069
0.041124,0.080157,0.0054073
0.042057,0.038564,0.038722
0.060772,0.040226,0.04741
0.059982,0.1026,0.027591
0.010578,0.13207,0.027946
-0.045573,0.085957,0.0063316
-0.063646,0.012292,-0.055979
-0.055557,-0.02387,-0.07185
-0.047826,-0.0057055,-0.02226
-0.033484,0.027321,0.0099634
-0.012676,0.034975,-0.015516
-0.011799,0.028665,-0.059809
-0.019599,0.043824,-0.05206
-0.0071205,0.08074,0.023127
0.0051872,0.098334,0.071596
-0.0052815,0.06085,0.04629
-0.019771,-0.010019,0.027911
-0.013427,-0.053794,0.029263
0.019449,-0.042411,-0.018879
0.045009,-0.0011562,-0.097255
0.019886,0.023876,-0.14661
-0.023556,0.015372,-0.13746
-0.026279,-0.0018932,-0.050246
-0.0063495,-0.012203,0.045596
0.0099872,-0.014489,0.04813
0.040694,0.0068204,0.012304
0.063804,0.036181,0.036049
0.037277,0.023921,0.052489
-0.0091594,-0.02218,-0.017383
-0.020635,-0.036955,-0.087421
-0.0062341,-4.92E-05,-0.077701
-0.0033684,0.031751,-0.049748
0.0056899,-0.011258,-0.041838
0.05224,-0.11794,-0.027857
0.093516,-0.14669,-0.037037
0.069853,-0.0049961,-0.068513
0.0029665,0.12786,-0.032729
-0.041684,0.061991,0.062231
-0.034612,-0.057429,0.10751
-0.0001757,-0.040933,0.085031
0.0079026,0.040263,0.052519
-0.013249,0.083545,0.028698
0.0067012,0.08165,0.0050365
0.076843,0.017397,0.004728
0.12232,-0.079453,0.054359
0.11808,-0.10096,0.1004
0.074233,-0.013278,0.073635
0.0055806,0.065721,0.017959
-0.023588,0.030791,0.0063322
-0.0075594,-0.042507,0.01687
-0.019531,-0.035512,0.0061802
-0.048842,0.02857,-0.0097721
-0.036198,0.077208,-0.015913
0.0042301,0.10387,-0.037487
0.02935,0.12432,-0.061977
0.032734,0.13635,-0.033238
0.03031,0.12873,0.028897
0.017038,0.10135,0.047889
-0.0084981,0.083632,0.029035
-0.0043512,0.095943,0.027529
0.04107,0.1074,0.033202
0.076016,0.093279,0.005687
0.067009,0.08174,-0.048855
0.03302,0.088155,-0.092925
0.0097314,0.079248,-0.077192
0.0045359,0.035746,0.035598
0.0012325,-0.019449,0.19769
-0.0035663,-0.083937,0.29402
-0.0090442,-0.18192,0.26915
-0.0049392,-0.23792,0.17598
0.028607,-0.12016,0.085014
0.065229,0.079982,-0.001861
0.053819,0.12495,-0.078706
0.00060044,0.033492,-0.084986
-0.040728,0.0034008,-0.03524
-0.04515,0.054975,-0.0047461
-0.035162,0.1014,0.010371
-0.021177,0.1203,0.023997
-0.0010845,0.11087,0.014666
-0.0029609,0.094302,-0.00083606
-0.01782,0.09032,-0.02277
0.011299,0.066294,-0.080822
0.065521,0.034626,-0.13843
0.069558,0.070056,-0.13646
0.021153,0.18545,-0.085755
-0.015565,0.31277,-0.03591
-0.0061943,0.34187,-0.016228
0.028831,0.19312,-0.02308
0.06809,-0.020915,-0.025118
0.090976,-0.092143,-0.00036569
0.063386,-0.038882,0.020024
0.010316,-0.0088051,-0.00096256
-0.0094509,-0.00013236,-0.030412
-0.0083747,0.010031,-0.017032
-0.012703,-0.021685,0.016671
-0.012433,-0.058053,0.0158
-0.025288,-0.047417,-0.016786
-0.061168,-0.036359,-0.037627
-0.075068,-0.068172,-0.037294
-0.04698,-0.082917,-0.030332
-0.0099969,-0.0065609,-0.0056817
0.016298,0.10363,0.035
0.029369,0.13556,0.04697
0.015986,0.085503,0.02059
-0.01016,0.021549,0.012725
-0.0081632,-0.010228,0.04443
0.015278,0.0025951,0.057729
0.011422,0.051292,0.034939
-0.019552,0.10321,0.036461
-0.024536,0.1036,0.064924
0.0064984,0.043392,0.053537
0.027049,-0.01254,-0.010341
0.024643,-0.0074882,-0.083164
0.020821,0.05244,-0.13521
0.011414,0.10458,-0.17349
0.00023529,0.092951,-0.19742
0.0097216,0.039981,-0.1539
0.03114,-0.0038611,-0.049407
0.044849,-0.018293,0.011988
0.045816,-0.0014348,0.029683
0.043768,0.0036231,0.075443
0.076935,-0.045418,0.088765
0.1398,-0.090133,0.016831
0.1438,-0.061982,-0.05794
0.065081,0.010227,-0.089196
-0.00032304,0.077822,-0.086198
0.0015333,0.11085,-0.035735
0.024268,0.10142,0.023245
0.03295,0.13382,0.038527
0.030664,0.26075,0.047261
0.017435,0.32207,0.074089
0.019718,0.17352,0.063831
0.054147,-0.013157,0.012778
0.069875,0.00011081,-0.0039982
0.055226,0.12188,0.028391
0.057211,0.13339,0.055224
0.058364,0.082315,0.044277
0.028106,0.10968,-0.016357
0.0031123,0.15398,-0.11257
0.0095202,0.1162,-0.17059
0.025919,0.051262,-0.14002
0.027372,0.045261,-0.087544
0.01509,0.059495,-0.091836
0.0091583,0.0043941,-0.10268
0.014393,-0.073259,-0.065395
0.018846,-0.063131,-0.032766
0.016363,-0.0052375,-0.014972
0.010817,0.0034943,0.014189
0.0074343,-0.019049,-0.0017525
-0.0021998,-0.023224,-0.063269
-0.020528,-0.0044992,-0.079563
-0.014908,0.033176,-0.047629
0.028845,0.06999,-0.025356
0.049675,0.083879,-0.017145
-0.0042593,0.080846,-0.0030298
-0.073914,0.050744,0.023322
-0.081475,-0.013892,0.043291
-0.047276,-0.053957,0.031702
-0.010053,-0.028939,0.01232
0.026511,0.0040628,0.025955
0.028771,-0.0058964,0.041088
-0.016598,-0.018445,-0.023614
-0.054136,0.016756,-0.13635
-0.062506,0.071578,-0.11026
-0.068685,0.1021,0.089972
-0.082494,0.1492,0.19542
-0.12915,0.32169,0.047169
-0.19073,0.69949,-0.18761
-0.13205,1.158,-0.43153
0.021232,1.2743,-0.79078
-0.01074,0.7593,-1.0078
-0.1935,0.068573,-0.5852
-0.13787,-0.0060766,0.21577
0.082092,0.36961,0.55857
0.073539,0.29666,0.24222
-0.06905,-0.19688,-0.21378
-0.055666,-0.26332,-0.30575
0.046518,0.04379,0.036612
0.057963,0.077432,0.27105
-0.03091,-0.057104,0.021476
-0.080596,-0.028122,-0.19392
-0.012852,0.044077,-0.01625
0.05516,0.062111,0.14682
0.038101,0.047702,0.075032
-0.010765,-0.033698,-0.033406
-0.024577,-0.083913,-0.047857
0.017977,0.015325,0.018112
0.042672,0.11956,0.068034
-0.0057794,0.046095,0.049466
-0.040348,-0.1311,0.0013742
-0.019338,-0.25063,-0.052056
-0.043146,-0.23101,-0.061535
-0.14991,-0.063188,0.018403
-0.20361,0.094797,0.10156
-0.088579,0.078857,0.072869
0.075047,0.0075466,-0.053519
0.10417,0.043264,-0.15379
0.045651,0.13177,-0.12062
0.031447,0.21832,-0.017451
0.046658,0.31157,-0.017632
0.051693,0.31177,-0.10477
0.048653,0.15681,-0.11351
0.021161,0.013759,-0.061245
0.012905,0.020983,-0.052835
0.063968,0.044693,-0.04262
0.091401,-0.01632,-0.0029356
0.058489,-0.026398,-0.013373
0.03813,0.037853,-0.065365
0.033142,0.053653,-0.075277
0.0098725,0.055478,-0.040381
0.0043367,0.082927,-0.0053105
0.0011142,0.081206,0.013222
-0.064466,0.088608,0.0039551
-0.13194,0.10224,-0.041159
-0.10454,0.014659,-0.087834
-0.028713,-0.15249,-0.074778
0.011164,-0.27706,0.0010758
0.025192,-0.2782,0.04873
0.04639,-0.14261,0.016812
0.055382,0.0071506,-0.0087226
0.025248,0.049198,0.011293
-0.016126,0.064941,-0.016241
-0.017924,0.11617,-0.083962
0.012577,0.10178,-0.078028
0.022399,0.021887,-0.0083768
-0.0032257,-0.027505,0.026984
-0.031178,-0.044168,6.44E-05
-0.037824,-0.03152,-0.023181
-0.025439,0.014361,0.022796
-0.0057574,0.038774,0.072135
0.00036422,0.035821,0.031968
-0.01799,0.036347,-0.038216
-0.037461,0.011171,-0.06861
-0.029421,-0.067298,-0.087207
0.0044336,-0.16382,-0.073561
0.031485,-0.1735,0.0090617
0.013861,-0.024547,0.095513
-0.033655,0.11642,0.12952
-0.044617,0.045968,0.11829
-0.0021266,-0.072372,0.068698
0.035927,-0.013588,0.03546
0.034797,0.060573,0.079055
0.018494,-0.028484,0.13104
0.0093231,-0.12399,0.10323
0.0083758,-0.059018,0.038958
0.017313,0.089114,0.0091646
0.024592,0.15662,0.0015608
0.010491,0.097038,-0.015457
-0.014505,-0.001619,-0.034157
-0.029307,-0.046436,-0.047026
-0.031676,-0.0035984,-0.065696
-0.026713,0.09253,-0.06831
-0.038848,0.15026,-0.021623
-0.10107,0.10858,0.020418
-0.18227,0.0037727,-0.013796
-0.18257,-0.057025,-0.064632
-0.063871,-0.011219,-0.03785
0.054286,0.072408,0.03018
0.055067,0.1285,0.048712
0.014157,0.22023,0.022394
0.029135,0.36669,0.017462
0.041732,0.39541,0.025044
0.014333,0.1847,-0.0033918
0.0020945,-0.064608,-0.022525
0.012806,-0.090385,0.0096623
0.026428,0.040417,0.022297
0.035365,0.11674,-0.012075
0.011225,0.10834,-0.032083
-0.029318,0.080341,-0.034705
-0.026043,0.056596,-0.033458
0.0037238,0.047487,0.010334
-0.0030237,0.051192,0.073763
-0.025629,0.035647,0.087423
-0.010978,-0.0042783,0.063452
0.010827,-0.0023635,0.047745
-0.0046794,0.061231,0.027126
-0.028587,0.088828,-0.022918
-0.032431,0.054496,-0.049246
-0.037425,0.058608,0.0070605
-0.048265,0.10638,0.064751
-0.041835,0.10229,0.031124
-0.025118,0.052026,-0.029155
-0.013799,0.030014,-0.046484
0.0067025,0.028798,-0.033115
0.029333,0.012676,-0.0068617
0.023303,-0.0067683,-0.015973
0.0034827,-0.029536,-0.069295
-0.0023799,-0.05287,-0.077345
-0.0085381,-0.049421,-0.034579
-0.013113,-0.040151,-0.044976
0.01586,-0.038727,-0.11562
0.05213,-0.00066319,-0.14161
0.034823,0.054812,-0.067513
-0.015486,0.070506,0.054919
-0.026629,0.083155,0.13129
0.011858,0.13753,0.10553
0.040334,0.17999,0.01169
0.0070749,0.14747,-0.060939
-0.055721,0.063757,-0.078348
-0.068606,0.011348,-0.071234
-0.026492,0.035235,-0.047355
0.010347,0.078453,-0.016392
0.021821,0.064979,-0.025612
0.023804,0.033822,-0.051727
0.011567,0.065652,-0.023332
-0.01655,0.12607,-0.0012609
-0.029151,0.13408,-0.084111
-0.010758,0.089107,-0.17882
0.0084783,0.031921,-0.13525
0.0096954,0.00085188,0.0086509
0.0055405,0.018891,0.1126
-0.0067887,0.036294,0.12603
-0.030093,-0.026109,0.089608
-0.034706,-0.15259,0.045067
-0.016746,-0.20918,0.0042721
-0.012932,-0.078598,-0.021798
-0.027187,0.11554,-0.011986
-0.038734,0.11448,0.020053
-0.042832,-0.036206,0.01657
-0.026909,-0.075832,-0.033694
0.0062374,0.014785,-0.06296
0.023178,0.13665,-0.048393
0.031719,0.28142,-0.056268
0.070629,0.32484,-0.11226
0.12048,0.15713,-0.12912
0.12638,-0.018942,-0.03875
0.08918,3.96E-05,0.072
0.073237,0.0757,0.068578
0.098254,0.040206,-0.039629
0.086377,-0.015318,-0.10972
0.021836,0.032597,-0.038261
0.0056973,0.15899,0.093994
0.04096,0.23128,0.1259
0.033236,0.12837,0.059082
-0.004252,-0.0091854,-0.0068076
-0.011721,0.05942,-0.041272
0.0035946,0.19886,-0.0012072
0.033138,0.15437,0.12352
0.066739,0.0079959,0.18057
0.059883,-0.083277,0.069478
0.0061149,-0.090591,-0.058118
-0.029432,-0.0053988,-0.036603
0.004726,0.070426,0.040576
0.066813,0.023807,0.029004
0.081942,-0.037887,-0.007667
0.045268,0.01087,-0.014786
-0.011653,0.096602,-0.044161
-0.065603,0.098487,-0.058046
-0.060879,0.020291,-0.031661
0.0202,-0.045857,-0.018295
0.077566,-0.064971,0.0082184
0.045629,-0.065717,0.060077
-0.0045978,-0.033392,0.078938
-0.012129,0.039578,0.076216
-0.0033805,0.092387,0.083341
-0.0054398,0.084327,0.076429
-0.017966,0.026551,0.043959
-0.036593,-0.030034,-0.009233
-0.037107,-0.01008,-0.081451
-0.0083401,0.067458,-0.13195
0.0056438,0.099152,-0.10684
-0.017683,0.07029,-0.044065
-0.044211,0.038855,-0.063747
-0.064975,0.016675,-0.18262
-0.080329,-0.0103,-0.24119
-0.057517,-0.020086,-0.14231
-0.010673,0.024625,-0.0084809
0.005138,0.083039,0.039786
-0.0087312,0.072142,0.03305
-0.022325,0.018177,0.019433
-0.021924,-0.0092359,0.026977
0.0017923,-0.019441,0.054841
0.024684,-0.0011767,0.002709
0.018245,0.11536,-0.1312
0.0047817,0.298,-0.15172
0.0029073,0.35466,-0.015696
0.0061163,0.1823,0.10435
0.0071261,-0.015473,0.14435
-0.020329,-0.02694,0.14402
-0.070847,0.044955,0.10639
-0.083748,0.072859,0.090581
-0.044059,0.13164,0.17087
0.0055052,0.2451,0.23163
0.036993,0.32832,0.10742
0.040874,0.31451,-0.065515
0.018848,0.17104,-0.04759
-0.011631,0.026886,0.054744
-0.027314,0.052916,0.041098
-0.010149,0.11375,-0.0082711
0.021087,0.035048,-0.0024548
0.023401,-0.029358,-0.0014858
0.0010049,0.032064,-0.02056
-0.01473,0.054039,-0.041322
-0.029244,-0.019546,-0.054673
